fecha,entidad,participacion_creditos,crecimiento_creditos,utilidad_acumulada,palanca_global,hhi_mercado,c4_mercado,tamn_sistema,tipmn_sistema,spread_sistema
2016-01-01,Azteca,0.183148241291024,-3.8310787765635,0.916145149999946,4.3956043956044,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,BanBif,3.61686614006441,0.665492615511809,9.10037517000004,8.06451612903226,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Citibank,1.04646121916091,4.24155374102158,11.9955342800011,5.8173356602676,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Comercio,0.513700166043809,2.46168996357392,1.93461443999994,8.27814569536424,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Continental,21.5305162947519,-1.83964771029177,108.745497420015,7.46825989544436,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Crédito,33.799048539883,1.27906172766876,240.274638339996,7.08215297450425,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Falabella,1.67854644843138,-0.794458563138523,11.514087510001,6.95410292072323,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Financiero,2.72600095848215,-2.56966848258279,5.28739836999978,8.46740050804403,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,GNB,1.63076799464912,-0.753148724959785,4.54532244999917,8.16326530612245,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,ICBC,0.0520732741120095,-9.90932540645114,-0.351789560000048,2.05296653664545,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Interbank,11.1372308240973,0.743860690232756,76.755256339998,6.58327847267939,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,MiBanco,3.45507979942622,0.569808538668126,20.3449858100004,6.59195781147001,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Ripley,0.672401035953919,-0.486668501847609,7.22891536,6.70690811535882,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Santander,1.26854696847746,0.549476084735256,4.32687320000092,6.94444444444444,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-01-01,Scotiabank,16.4939896920376,1.25977166428592,96.5694405700022,7.33675715333822,2043.4122796756683,82.96078535076981,16.2358,2.4981,13.7377
2016-02-01,Azteca,0.175501216146354,-3.72449796956933,1.52436945,4.46428571428571,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,BanBif,3.63899351665773,0.666714144963576,15.89840215,8.21692686935086,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Citibank,0.921175428899725,-4.19278120214605,28.59765676,5.61797752808989,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Comercio,0.515195688896771,1.59593843287593,3.74842926,8.40336134453782,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Continental,21.9222857146352,0.0200713053001511,201.7880357,7.59301442672741,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Crédito,33.6771375111148,0.464361852329098,480.10545476,6.99300699300699,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Falabella,1.67242811808859,-0.306676385661286,21.80812694,6.97350069735007,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Financiero,2.67247425064948,-2.23392319794595,8.3142056,8.35421888053467,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,GNB,1.6283331278786,-0.375179860473196,10.99172095,8.00640512409928,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,ICBC,0.0546351138894019,-3.17371808105359,-0.77330105,2.09995800083998,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Interbank,11.1831860157052,0.640957873821524,135.57034053,6.61375661375661,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,MiBanco,3.46373086745462,0.677397855473227,40.25898344,6.6577896138482,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Ripley,0.675664957902645,0.2886706539174,11.91806669,6.62251655629139,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Santander,1.23550986883439,-1.13160555582978,9.17324167,7.05716302046577,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-02-01,Scotiabank,16.3641931354951,0.243921527200008,189.17359822,7.42390497401633,2048.547761089153,83.1468023769503,16.1293,2.57,13.5593
2016-03-01,Azteca,0.171753428699029,-3.53650818228713,0.36745088,4.50653447498873,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,BanBif,3.6743240460257,1.0838454577059,25.39605188,7.99360511590727,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Citibank,0.945221092793126,-1.71590332137767,21.63673625,5.05050505050505,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Comercio,0.511270418008893,0.654519371280027,7.06625842,8.23723228995058,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Continental,21.8752553156817,0.217955296648253,304.01042762,7.19942404607631,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Crédito,34.0209529473927,0.99691177951744,699.09840189,6.66666666666667,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Falabella,1.6972346458083,-0.0247702677241834,31.91764794,6.78886625933469,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Financiero,2.65547409874188,-1.41307744427548,9.00026688,8.27129859387924,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,GNB,1.66881576912906,0.765661874433587,15.32230053,8.03212851405623,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,ICBC,0.0657260170527348,5.48112713268185,-4.50745713,2.36016049091338,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Interbank,11.1147364900866,0.418373155198903,220.2450963,6.1012812690665,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,MiBanco,3.51488959076058,0.651998193936643,61.51434203,6.34517766497462,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Ripley,0.690012920583477,0.543472644870224,18.39770025,6.68449197860962,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Santander,1.22934621307916,-0.329878759654911,13.08102372,6.72947510094213,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-03-01,Scotiabank,15.9563810834881,-0.336175093484314,295.02181773,7.05716302046577,2055.8437687806463,82.9673258366491,16.0516,2.6139,13.4377
2016-04-01,Azteca,0.16594939921603,-3.43861822548679,1.88163782999997,4.33275563258232,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,BanBif,3.67803100665752,1.03321017675659,32.5842781500001,7.89889415481833,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Citibank,0.976811945585741,-0.306281500166627,30.4624527199998,4.93339911198816,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Comercio,0.524122305254416,1.21023470552228,10.1484601900001,8.33333333333333,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Continental,21.8005631751752,0.271027500645693,422.112473769998,7.26216412490922,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Crédito,33.8190943505486,0.794939408257567,892.174597890007,6.61375661375661,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Falabella,1.69611729246928,0.0324659461186982,38.6991061899995,6.85400959561343,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Financiero,2.66417000540548,-0.790016394731308,9.9951448099999,8.18330605564648,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,GNB,1.64506370999229,0.375580102347639,19.6951675700001,7.42390497401633,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,ICBC,0.0711591149347389,6.47685005708878,-5.74363568000003,2.29726625315874,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Interbank,11.0988730625627,0.441327738890318,300.423586350005,6.01322910402886,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,MiBanco,3.54200021242087,0.753544886433133,82.9687330000024,6.39386189258312,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Ripley,0.697702518435709,0.747052334466503,23.1047772100001,6.69344042838019,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Santander,1.24992752478995,0.391495675964615,20.5866805599995,6.69792364367046,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-04-01,Scotiabank,16.1576401347051,0.261843586048593,374.930185459999,7.19424460431655,2045.3151195279008,82.8761707229916,15.9873,2.6137,13.3736
2016-05-01,Azteca,0.160379001398753,-3.32703443448491,3.33188758999989,4.16666666666667,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,BanBif,3.73025742053712,1.0078410459043,42.5292442800002,7.9428117553614,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Citibank,1.05359227198791,1.21863693237465,45.4696833499995,5.69476082004556,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Comercio,0.533997419339808,1.38792384894353,13.34695985,8.26446280991736,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Continental,21.8231622808835,0.143463344662464,525.877851180008,7.28332119446468,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Crédito,33.6384547641083,0.417744629197303,1227.54484305999,6.35727908455181,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Falabella,1.70805904645289,0.253871865581079,44.7137467700002,6.81198910081744,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Financiero,2.72764987849733,-0.259846288167065,15.4016376199996,8.33333333333333,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,GNB,1.62072744624722,-0.0595222314393351,24.2593206199989,7.2992700729927,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,ICBC,0.0746748690809009,5.82581439751932,-5.56000161999999,2.35793444942231,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Interbank,11.1573691543637,0.398598680950957,362.810451109996,6.06060606060606,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,MiBanco,3.55082877157899,0.734143589932645,104.29167853,5.99520383693046,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Ripley,0.70676056664606,0.95647595044821,27.36228481,6.92520775623269,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Santander,1.24914527201621,0.129788206059467,26.8461469200005,6.72494956287828,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-05-01,Scotiabank,16.0398104866665,-0.0507649170962021,468.313085919989,7.13266761768902,2032.5523422478427,82.65879668602201,16.0206,2.7061,13.314500000000002
2016-06-01,Azteca,0.155843118682012,-3.26916198266808,5.74506467000004,4.15454923140839,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,BanBif,3.70046753448396,0.811521983232177,49.7923992399989,7.7639751552795,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,Citibank,1.10002996742224,1.85599658516564,51.1623365699996,5.42593597395551,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,Comercio,0.537607765844942,1.27998539249021,16.91276634,7.86782061369001,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,Continental,21.7180876964061,0.151883156627419,642.245140329984,7.23589001447178,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,Crédito,33.5051907081996,0.404321596601886,1413.82309561,6.34517766497462,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,Falabella,1.72266020244838,0.334491392555436,50.0929494099998,6.9204152249135,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,Financiero,2.71018238900057,-0.219663900974765,16.50047738,8.31255195344971,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,GNB,1.62037664194763,0.0372889574790092,26.0766164999999,7.28862973760933,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,ICBC,0.0647619071578777,2.63876567813981,-7.03349933999998,2.29568411386593,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,Interbank,11.2746052202375,0.59269313914132,425.546055579995,6.1576354679803,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,MiBanco,3.57429906241312,0.706553916249875,121.44202521,6.02046959662854,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,Ripley,0.72143224998728,1.11597036428015,32.7300637399999,6.43086816720257,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
2016-06-01,Santander,1.26293717725915,0.446743890208334,33.2004792599999,6.26959247648903,2023.564487134507,82.5952201025474,16.2,2.6457,13.5543
